variant,task_id,mode,forced_spans,target_key,target_index,target_label,pred_label,correct,score_A,score_B,score_C,score_D
topic_table,14,qabs8cand5reuse,,K014002-2AHPFBE,2,B,D,0,-2.329267978668213,-2.204267978668213,-2.954267978668213,-1.204267978668213
topic_table,14,oracle_key_label,"key,label",K014002-2AHPFBE,2,B,B,1,-2.1288394927978516,-2.0507144927978516,-2.1600894927978516,-2.1757144927978516
topic_table,14,oracle_record,record,K014002-2AHPFBE,2,B,A,0,-1.955424189567566,-2.2835493087768555,-2.0491743087768555,-2.3616743087768555
topic_table,15,baseline,,K015015-CNVYCP7,15,A,A,1,-0.26401621103286743,-8.420266151428223,-5.045266151428223,-7.295266151428223
topic_table,15,qabs8cand5reuse,,K015015-CNVYCP7,15,A,A,1,-0.5651593804359436,-4.908909320831299,-3.346409320831299,-4.049534320831299
topic_table,15,oracle_key_label,"key,label",K015015-CNVYCP7,15,A,A,1,-0.38994091749191284,-6.0149407386779785,-3.5774409770965576,-4.4290032386779785
topic_table,15,oracle_record,record,K015015-CNVYCP7,15,A,A,1,-0.24346446990966797,-7.009089469909668,-4.274714469909668,-5.813776969909668
needle_sentence,0,baseline,,K000002-55KTDG7,2,A,A,1,-1.3573310375213623,-5.693268775939941,-5.615143775939941,-4.544831275939941
needle_sentence,0,qabs8cand5reuse,,K000002-55KTDG7,2,A,A,1,-1.1106529235839844,-4.759090423583984,-4.923152923583984,-2.7825279235839844
needle_sentence,0,oracle_key_label,"key,label",K000002-55KTDG7,2,A,A,1,-1.0099754333496094,-5.259975433349609,-5.619350433349609,-3.4631004333496094
needle_sentence,0,oracle_record,record,K000002-55KTDG7,2,A,A,1,-1.0524437427520752,-5.107131004333496,-5.505568504333496,-3.552443742752075
needle_sentence,1,baseline,,K001004-92BJX9W,4,D,A,0,-1.8743196725845337,-4.421194553375244,-4.358694553375244,-3.405569553375244
needle_sentence,1,qabs8cand5reuse,,K001004-92BJX9W,4,D,A,0,-2.3255584239959717,-3.4036834239959717,-4.239621162414551,-4.786496162414551
needle_sentence,1,oracle_key_label,"key,label",K001004-92BJX9W,4,D,A,0,-1.914522647857666,-3.461397647857666,-4.141085147857666,-4.227022647857666
needle_sentence,1,oracle_record,record,K001004-92BJX9W,4,D,A,0,-1.722743272781372,-3.660243272781372,-4.128993034362793,-4.089930534362793
needle_sentence,2,baseline,,K002002-SD2V4NW,2,B,A,0,-1.8282198905944824,-2.6563448905944824,-4.296969890594482,-4.195407390594482
needle_sentence,2,qabs8cand5reuse,,K002002-SD2V4NW,2,B,A,0,-2.1356425285339355,-2.2606425285339355,-3.8231425285339355,-3.3700175285339355
needle_sentence,2,oracle_key_label,"key,label",K002002-SD2V4NW,2,B,B,1,-2.3143577575683594,-1.9393577575683594,-3.9081077575683594,-2.8768577575683594
needle_sentence,2,oracle_record,record,K002002-SD2V4NW,2,B,B,1,-2.4190618991851807,-1.9815618991851807,-4.067499160766602,-2.6065618991851807
needle_sentence,3,baseline,,K003012-JUR3CVF,12,C,A,0,-2.065830707550049,-3.909580707550049,-2.237705707550049,-5.534580707550049
needle_sentence,3,qabs8cand5reuse,,K003012-JUR3CVF,12,C,C,1,-2.7869176864624023,-4.036917686462402,-2.2556676864624023,-5.099417686462402
needle_sentence,3,oracle_key_label,"key,label",K003012-JUR3CVF,12,C,C,1,-2.7017898559570312,-4.068977355957031,-2.2330398559570312,-5.092414855957031
needle_sentence,3,oracle_record,record,K003012-JUR3CVF,12,C,C,1,-2.2757744789123535,-3.6820244789123535,-2.1663994789123535,-5.4242119789123535
needle_sentence,4,baseline,,K004008-YVK5S4V,8,A,A,1,-1.7261062860488892,-5.5229811668396,-2.2417311668395996,-5.7651686668396
needle_sentence,4,qabs8cand5reuse,,K004008-YVK5S4V,8,A,A,1,-2.089054822921753,-5.096867561340332,-2.276554822921753,-5.323430061340332
needle_sentence,4,oracle_key_label,"key,label",K004008-YVK5S4V,8,A,A,1,-1.7063097953796387,-5.518809795379639,-2.0656847953796387,-5.784434795379639
needle_sentence,4,oracle_record,record,K004008-YVK5S4V,8,A,A,1,-1.6203583478927612,-5.323483467102051,-1.9328583478927612,-5.714108467102051
needle_sentence,5,baseline,,K005007-6RYX44Y,7,B,A,0,-2.352191686630249,-3.274066686630249,-3.875629186630249,-3.750629186630249
needle_sentence,5,qabs8cand5reuse,,K005007-6RYX44Y,7,B,A,0,-2.3577334880828857,-3.8577334880828857,-3.0764834880828857,-4.240546226501465
needle_sentence,5,oracle_key_label,"key,label",K005007-6RYX44Y,7,B,A,0,-2.645463466644287,-2.817338466644287,-3.145463466644287,-4.481400966644287
needle_sentence,5,oracle_record,record,K005007-6RYX44Y,7,B,A,0,-2.527674913406372,-2.715174913406372,-3.230799913406372,-4.058924674987793
needle_sentence,6,baseline,,K006014-DGQT5BR,14,A,A,1,-1.4354825019836426,-6.068295001983643,-4.583920001983643,-4.677670001983643
needle_sentence,6,qabs8cand5reuse,,K006014-DGQT5BR,14,A,A,1,-2.9227380752563477,-4.305550575256348,-4.633675575256348,-4.196175575256348
needle_sentence,6,oracle_key_label,"key,label",K006014-DGQT5BR,14,A,A,1,-1.8556526899337769,-5.105652809143066,-5.386902809143066,-5.222840309143066
needle_sentence,6,oracle_record,record,K006014-DGQT5BR,14,A,A,1,-1.534665584564209,-5.737790584564209,-5.034665584564209,-5.237790584564209
needle_sentence,7,baseline,,K007014-S3H52E3,14,B,A,0,-1.7160520553588867,-3.1223020553588867,-5.442614555358887,-5.395739555358887
needle_sentence,7,qabs8cand5reuse,,K007014-S3H52E3,14,B,A,0,-1.9228460788726807,-4.274408340454102,-4.391595840454102,-5.086908340454102
needle_sentence,7,oracle_key_label,"key,label",K007014-S3H52E3,14,B,A,0,-2.0230915546417236,-2.9293415546417236,-5.1949663162231445,-5.2340288162231445
needle_sentence,7,oracle_record,record,K007014-S3H52E3,14,B,A,0,-1.548933982849121,-3.158308982849121,-5.259871482849121,-4.978621482849121
needle_sentence,8,baseline,,K008010-4R7V9ZW,10,D,D,1,-2.3860864639282227,-5.276711463928223,-2.5892114639282227,-1.9329615831375122
needle_sentence,8,qabs8cand5reuse,,K008010-4R7V9ZW,10,D,C,0,-3.406484603881836,-5.234609603881836,-2.125234603881836,-3.218984603881836
needle_sentence,8,oracle_key_label,"key,label",K008010-4R7V9ZW,10,D,D,1,-2.6835248470306396,-5.488212585449219,-2.3085248470306396,-1.9335248470306396
needle_sentence,8,oracle_record,record,K008010-4R7V9ZW,10,D,C,0,-2.8479983806610107,-5.30893611907959,-2.1292483806610107,-2.1292483806610107
needle_sentence,9,baseline,,K009003-7RLAX4B,3,A,A,1,-1.5902042388916016,-5.832391738891602,-4.105829238891602,-4.473016738891602
needle_sentence,9,qabs8cand5reuse,,K009003-7RLAX4B,3,A,A,1,-1.6963613033294678,-5.313549041748047,-3.6416738033294678,-4.360424041748047
needle_sentence,9,oracle_key_label,"key,label",K009003-7RLAX4B,3,A,A,1,-1.6169586181640625,-5.2888336181640625,-3.8122711181640625,-4.3044586181640625
needle_sentence,9,oracle_record,record,K009003-7RLAX4B,3,A,A,1,-1.685892939567566,-4.5374555587768555,-3.7718305587768555,-4.7249555587768555
needle_sentence,10,baseline,,K010011-SDQ8VN9,11,C,C,1,-3.110934257507324,-5.610934257507324,-1.1734343767166138,-4.407809257507324
needle_sentence,10,qabs8cand5reuse,,K010011-SDQ8VN9,11,C,C,1,-3.0129470825195312,-4.153572082519531,-2.3098220825195312,-3.7629470825195312
needle_sentence,10,oracle_key_label,"key,label",K010011-SDQ8VN9,11,C,C,1,-3.2592673301696777,-5.173329830169678,-1.1498924493789673,-3.6967673301696777
needle_sentence,10,oracle_record,record,K010011-SDQ8VN9,11,C,C,1,-3.0390896797180176,-4.789089679718018,-1.101589560508728,-3.5703396797180176
needle_sentence,11,baseline,,K011013-88AKM7P,13,B,C,0,-2.4954843521118164,-2.6517343521118164,-1.8392343521118164,-5.503296852111816
needle_sentence,11,qabs8cand5reuse,,K011013-88AKM7P,13,B,C,0,-2.550967216491699,-4.175967216491699,-2.082217216491699,-5.488467216491699
needle_sentence,11,oracle_key_label,"key,label",K011013-88AKM7P,13,B,C,0,-3.536468267440796,-3.677093267440796,-1.395843267440796,-6.809906005859375
needle_sentence,11,oracle_record,record,K011013-88AKM7P,13,B,C,0,-3.445709466934204,-3.226959466934204,-1.539459466934204,-6.117584228515625
needle_sentence,12,baseline,,K012007-CZR5DMW,7,B,A,0,-2.3187830448150635,-2.4437830448150635,-4.748470306396484,-5.209407806396484
needle_sentence,12,qabs8cand5reuse,,K012007-CZR5DMW,7,B,A,0,-2.6532137393951416,-3.2469637393951416,-4.2235260009765625,-4.8641510009765625
needle_sentence,12,oracle_key_label,"key,label",K012007-CZR5DMW,7,B,B,1,-2.9126360416412354,-1.7407610416412354,-4.365760803222656,-5.264198303222656
needle_sentence,12,oracle_record,record,K012007-CZR5DMW,7,B,B,1,-2.87473201751709,-1.6872320175170898,-4.59348201751709,-5.21066951751709
needle_sentence,13,baseline,,K013012-UXGDRJD,12,C,C,1,-2.841970920562744,-4.591970920562744,-1.3575958013534546,-5.466970920562744
needle_sentence,13,qabs8cand5reuse,,K013012-UXGDRJD,12,C,A,0,-2.7575016021728516,-3.3512516021728516,-3.0387516021728516,-4.913751602172852
needle_sentence,13,oracle_key_label,"key,label",K013012-UXGDRJD,12,C,C,1,-2.441265821456909,-3.003765821456909,-1.8787658214569092,-5.933453559875488
needle_sentence,13,oracle_record,record,K013012-UXGDRJD,12,C,C,1,-2.3780112266540527,-3.0967612266540527,-2.0811362266540527,-5.815511226654053
needle_sentence,14,baseline,,K014008-RR68ESD,8,A,A,1,-1.105049967765808,-5.347237586975098,-4.550362586975098,-5.300362586975098
needle_sentence,14,qabs8cand5reuse,,K014008-RR68ESD,8,A,A,1,-1.2376744747161865,-5.159549713134766,-3.5501744747161865,-5.706424713134766
needle_sentence,14,oracle_key_label,"key,label",K014008-RR68ESD,8,A,A,1,-1.1722627878189087,-5.187887668609619,-3.898825168609619,-5.687887668609619
needle_sentence,14,oracle_record,record,K014008-RR68ESD,8,A,A,1,-1.4220290184020996,-5.2579665184021,-4.1642165184021,-5.9532790184021
needle_sentence,15,baseline,,K015001-U3JMQXN,1,C,C,1,-2.125509738922119,-4.656759738922119,-1.7505097389221191,-4.672384738922119
needle_sentence,15,qabs8cand5reuse,,K015001-U3JMQXN,1,C,A,0,-2.0182859897613525,-4.205785751342773,-2.9870359897613525,-4.127660751342773
needle_sentence,15,oracle_key_label,"key,label",K015001-U3JMQXN,1,C,C,1,-2.0430655479431152,-4.097753047943115,-1.9180655479431152,-4.402440547943115
needle_sentence,15,oracle_record,record,K015001-U3JMQXN,1,C,C,1,-2.026451826095581,-4.04988956451416,-1.698326826095581,-4.37801456451416
